date,orders,holiday,rainfall_mm,temperature_c,discount_percent,new_item
2019-09-03,192,,0,40.75587126251324,,
2019-09-04,183,,20,31.251111967034717,,
2019-09-05,173,,0,23.592875469163232,,
2019-09-06,118,,0,35.020829700501984,46,
2019-09-07,173,,0,23.03978219611433,,
2019-09-08,132,,20,25.231524234322638,27,
2019-09-09,155,,20,22.255742950353557,7,
2019-09-10,191,,5,29.280399393330104,5,
2019-09-11,191,,20,34.84314811048564,7,
2019-09-12,170,,0,23.004968837200718,,
2019-09-13,123,,0,17.697784812954556,,
2019-09-14,132,,5,33.4548333725971,7,
2019-09-15,166,,0,35.7690025054384,,Yes
2019-09-16,178,,0,18.024597667926336,,
2019-09-17,206,,0,30.30027170723222,,
2019-09-18,170,,5,29.132526760576443,,
2019-09-19,144,,20,24.062623475561224,,
2019-09-20,135,Festival,0,21.028221666653835,18,
2019-09-21,122,,10,32.95875172723278,,
2019-09-22,148,,5,28.895352657285976,,
2019-09-23,116,,0,29.272132287133605,,
2019-09-24,204,,5,24.891153235833993,,
2019-09-25,176,,0,23.990453977750214,,
2019-09-26,154,,20,15.725132293630267,,
2019-09-27,116,,20,26.859859851075605,14,
2019-09-28,87,,5,35.19413189727111,34,
2019-09-29,143,,0,23.54872789975673,,
2019-09-30,151,,0,20.387926528666302,,
2019-10-01,147,,10,30.17832283228501,,
2019-10-02,153,,10,31.10039999223168,,
2019-10-03,156,,20,25.070470196594123,,
2019-10-04,170,,10,26.256177676501792,,
2019-10-05,115,,0,29.319515586093793,,
2019-10-06,96,Festival,10,27.222252656853367,21,
2019-10-07,145,,0,33.00064667876991,,
2019-10-08,168,,10,40.186212879621095,,
2019-10-09,125,,20,19.45418222404772,17,
2019-10-10,162,,20,34.1487756527899,42,
2019-10-11,133,,0,28.52629850511667,,
2019-10-12,135,,5,34.9410046942708,6,
2019-10-13,164,,20,31.6217725563284,,
2019-10-14,173,,5,28.305782299678558,,
2019-10-15,169,,0,31.80011471220517,,
2019-10-16,158,,0,26.02922114407601,,
2019-10-17,216,,20,24.128492889475726,,
2019-10-18,140,,0,32.054315577991744,,
2019-10-19,123,,0,23.77835775605248,,
2019-10-20,128,,5,31.21186295820784,,
2019-10-21,156,,20,28.153737915437492,,
2019-10-22,173,Festival,0,16.35279174438712,,
2019-10-23,171,,10,25.128087747685303,9,Yes
2019-10-24,156,,0,29.674190975123107,,
2019-10-25,140,,5,25.969996680457538,,
2019-10-26,114,,0,15.266339441189073,43,
2019-10-27,117,,0,34.6037506391308,28,
2019-10-28,157,,0,28.846875256358057,40,
2019-10-29,174,,0,30.21869645634903,,Yes
2019-10-30,215,,20,25.633619239108782,,
2019-10-31,116,,10,30.65744844073329,20,
2019-11-01,165,,0,37.17410072293352,,
2019-11-02,153,,0,24.32463508186321,,
2019-11-03,93,,5,36.335063526785355,22,
2019-11-04,151,,20,29.992820329460038,,
2019-11-05,174,,20,23.652836259815682,,
2019-11-06,160,,0,39.06195318795504,,
2019-11-07,157,,20,29.958201199444662,38,
2019-11-08,125,,5,31.382393343865203,45,
2019-11-09,166,,0,26.65323947636621,33,
2019-11-10,156,,0,24.01836677335241,,
2019-11-11,187,,20,28.839066223378946,,
2019-11-12,200,,20,35.90731861741664,,
2019-11-13,169,,5,26.451700939071557,,
2019-11-14,166,,10,27.86624377212931,43,
2019-11-15,161,,10,35.28164235989792,,
2019-11-16,111,Festival,20,26.498365770978797,,
2019-11-17,156,,0,30.551381555845605,,
2019-11-18,161,,0,32.386752533698484,,Yes
2019-11-19,182,Festival,20,27.016095255615085,,
2019-11-20,211,,0,29.549187965999614,40,
2019-11-21,190,,0,31.305513888405866,22,
2019-11-22,148,Festival,10,25.995424032279367,18,
2019-11-23,163,,20,32.078825824949966,42,
2019-11-24,125,,5,25.265069582722806,,
2019-11-25,183,,0,24.624562105197544,20,Yes
2019-11-26,206,,20,20.364794695897714,22,
2019-11-27,195,,0,25.482688280494706,,
2019-11-28,192,,0,23.922486490648897,,
2019-11-29,135,,20,25.99563021872513,,
2019-11-30,163,,0,31.05996315957244,,
2019-12-01,148,,0,19.371628733124485,,
2019-12-02,165,Festival,0,18.12664552706446,,
2019-12-03,221,,0,24.254603916743587,31,
2019-12-04,192,,0,30.306152467933284,,
2019-12-05,163,,0,29.444324735098434,,
2019-12-06,134,,0,24.17468833544537,,
2019-12-07,162,,10,33.84704116078231,36,Yes
2019-12-08,131,,0,24.707950324408294,,
2019-12-09,216,,20,30.312269930635633,12,
2019-12-10,164,,0,26.186068362329138,,
2019-12-11,246,,5,23.65611824503172,,
2019-12-12,201,,0,24.9746660594263,,Yes
2019-12-13,169,,0,31.67000192406779,,Yes
2019-12-14,145,,5,29.805125725713776,,
2019-12-15,170,,10,32.840513318882714,,
2019-12-16,186,,5,29.804930412685408,,
2019-12-17,233,,0,19.944152684128902,,
2019-12-18,220,,5,38.57207417154397,35,
2019-12-19,205,,0,29.875845070292346,,
2019-12-20,170,,5,30.573357771941147,16,
2019-12-21,161,,0,26.115811602517198,,
2019-12-22,174,,20,33.565891466503544,,
2019-12-23,158,,0,22.534462196999392,,
2019-12-24,190,,5,31.049145388317463,,
2019-12-25,238,,0,17.601833588764805,6,
2019-12-26,212,,20,31.386042606750916,15,
2019-12-27,179,,0,22.60224794180285,,
2019-12-28,168,Festival,0,29.384972602135626,41,
2019-12-29,181,,10,34.78670233373087,,Yes
2019-12-30,188,,0,32.1135868725022,29,
2019-12-31,207,,10,34.12190835058781,,
2020-01-01,234,,0,33.604242218239044,25,
2020-01-02,195,,5,25.378586285450606,,
2020-01-03,197,,0,30.99165086903927,,
2020-01-04,140,Festival,5,19.37541552029095,,
2020-01-05,201,,0,24.565317910278743,16,
2020-01-06,214,,0,34.96327444142025,,
2020-01-07,234,,0,26.074815987868895,9,
2020-01-08,255,,20,18.65999056664628,,
2020-01-09,254,,0,38.06849458665678,,Yes
2020-01-10,215,,0,30.8112514158486,,
2020-01-11,143,,5,31.82239110152895,,
2020-01-12,161,,5,23.097652325390513,,Yes
2020-01-13,198,,10,29.42028285264935,,
2020-01-14,235,,0,29.287874854445974,,
2020-01-15,252,,0,23.892575716881623,,
2020-01-16,212,,0,27.150901572384207,,
2020-01-17,205,,5,20.49766143608491,,
2020-01-18,170,,10,26.26645233561999,36,
2020-01-19,180,,0,32.8692312862991,,
2020-01-20,188,,20,24.265758705039573,,
2020-01-21,222,,0,37.53648918213277,15,
2020-01-22,220,,0,20.819542437324717,30,
2020-01-23,212,,5,26.69912325102203,,
2020-01-24,228,,20,24.71785018192937,,
2020-01-25,172,,20,27.099095843135654,,
2020-01-26,250,,20,34.85737391070461,,
2020-01-27,232,,0,23.077722517679515,,
2020-01-28,250,,0,25.74364734535235,,
2020-01-29,236,Festival,5,31.272528763615696,,
2020-01-30,251,,5,28.465793899588263,,Yes
2020-01-31,200,,20,28.875874746545016,43,
2020-02-01,199,,5,23.17361830200221,,
2020-02-02,254,,0,27.642082641987514,33,
2020-02-03,225,,0,33.65789225769762,,
2020-02-04,274,,10,19.952395084595103,,
2020-02-05,244,,10,24.513454246504864,44,
2020-02-06,242,,0,18.92229185237332,,
2020-02-07,252,,0,30.684878484718705,,
2020-02-08,189,,0,34.12735272657235,,
2020-02-09,244,,0,27.082950063539787,,
2020-02-10,246,,10,22.972399927423513,,
2020-02-11,245,,20,23.11876774272732,,
2020-02-12,275,,20,26.514713960636286,,
2020-02-13,266,,5,26.495639773042374,,
2020-02-14,234,,20,32.55915889256685,,
2020-02-15,174,,0,24.655619827784935,,
2020-02-16,198,,10,30.1753916909293,39,
2020-02-17,231,,0,26.472649853760657,,
2020-02-18,259,,20,24.276215223800815,,
2020-02-19,279,,10,26.348119683295113,,
2020-02-20,255,,20,29.6826919093549,,
2020-02-21,199,,0,32.57466694940851,,
2020-02-22,217,,0,26.740134064207552,21,
2020-02-23,228,,0,21.98030934601115,,
2020-02-24,251,,0,32.998574016327204,,
2020-02-25,286,,10,23.50915308423943,,
2020-02-26,287,,5,29.304115838387663,10,
2020-02-27,264,,20,27.875836661481227,,
2020-02-28,228,,20,27.207149538268904,,
2020-02-29,180,,0,25.565118499059967,44,
2020-03-01,228,,0,31.10074390207732,,
2020-03-02,247,,20,10.089686962562446,45,
2020-03-03,273,,10,33.682352541835186,,
2020-03-04,248,,5,23.437461128029824,,
2020-03-05,236,,10,30.03978454875324,30,
2020-03-06,253,,0,29.775128089674645,38,
2020-03-07,215,,0,34.374886910104095,,
2020-03-08,236,,20,28.988745677690346,,
2020-03-09,246,,10,23.854454096829773,,
2020-03-10,270,Festival,0,19.976225060445156,,
2020-03-11,295,,5,26.255984225635128,,
2020-03-12,249,,10,18.209122855584937,31,
2020-03-13,236,,5,24.85757146844622,,
2020-03-14,209,,20,26.536846898348973,,
2020-03-15,215,,0,24.550420109855377,,
2020-03-16,242,,0,28.20886828682456,,
2020-03-17,276,,0,26.819479945403963,43,
2020-03-18,268,,0,26.36156729335609,14,
2020-03-19,287,,5,15.879246914813471,,
2020-03-20,218,,20,21.526474096572255,,
2020-03-21,216,,10,31.21328365927438,,
2020-03-22,217,,0,32.02128136473722,,
2020-03-23,278,,0,18.806116410105023,,
2020-03-24,276,,5,23.926409093829342,,
2020-03-25,299,,0,33.359826837995634,,Yes
2020-03-26,233,,0,24.409805932974255,25,
2020-03-27,242,,0,27.44254606437444,36,
2020-03-28,238,,5,35.20902664507954,,
2020-03-29,228,,0,26.192113442783032,,
2020-03-30,271,,0,25.476402949064422,,
2020-03-31,263,,5,27.21481654703685,,
2020-04-01,307,,0,37.26705398949914,,
2020-04-02,308,,0,30.231009181447398,30,
2020-04-03,229,,10,28.09540813889884,,
2020-04-04,211,,20,25.37820022159208,13,
2020-04-05,255,,0,30.694084640905615,36,
2020-04-06,281,,5,31.298498849653992,,Yes
2020-04-07,262,,20,22.63410745262265,26,
2020-04-08,270,,0,31.4331409597308,,
2020-04-09,256,,0,27.24423856688285,45,
2020-04-10,209,,0,28.123993173143035,22,
2020-04-11,201,,10,23.57855498505841,,
2020-04-12,205,,0,26.00008986085545,,
2020-04-13,233,,20,22.849288673885855,41,
2020-04-14,271,,5,22.608909149418494,22,
2020-04-15,282,,5,29.8854511021339,,
2020-04-16,292,,0,26.22441717278446,,Yes
2020-04-17,214,,0,21.50181165068792,,
2020-04-18,238,,0,38.885263237441876,,
2020-04-19,219,,0,22.376724803420316,9,
2020-04-20,246,,10,33.46051480509667,,
2020-04-21,283,,20,20.61768179189099,,
2020-04-22,253,,10,30.282511675838975,,
2020-04-23,266,,10,26.747198156906542,46,
2020-04-24,236,,0,24.854716343207976,,
2020-04-25,226,,10,28.98371161882853,8,
2020-04-26,227,,0,28.31129928164666,36,
2020-04-27,293,,0,23.937674081589776,48,
2020-04-28,255,,0,23.711305596065,19,
2020-04-29,262,,0,20.130428940027997,,
2020-04-30,244,,10,29.527821921785257,,
2020-05-01,219,,0,21.730975864499957,15,
2020-05-02,200,,0,28.019874782585912,,
2020-05-03,242,,0,30.96238992060358,,
2020-05-04,270,,0,29.04027515912027,,
2020-05-05,253,,5,24.38434350991371,,Yes
2020-05-06,253,,10,32.544062056749844,31,
2020-05-07,262,,0,25.960142609493737,,
2020-05-08,215,,20,21.329196204975045,,
2020-05-09,222,,5,26.581362477733613,,
2020-05-10,219,,20,30.93398688992363,,
2020-05-11,207,,10,24.627928427949364,,
2020-05-12,292,,10,32.39091207485152,,
2020-05-13,302,,0,24.148369673911745,42,
2020-05-14,237,,0,24.828934031572363,,
2020-05-15,215,,0,22.769604920733737,13,
2020-05-16,211,,5,31.418547684540147,,
2020-05-17,217,,5,27.733787149553986,10,
2020-05-18,247,,0,23.10119026128013,,
2020-05-19,297,,10,26.018948288594483,,
2020-05-20,258,,0,12.644245060504861,,
2020-05-21,229,,10,31.889861817333216,,
2020-05-22,190,,10,27.146266802508464,,
2020-05-23,186,,0,15.968809244950513,,
2020-05-24,205,,0,20.71659279337959,,
2020-05-25,265,,5,25.892029687211984,,
2020-05-26,241,,20,21.429146204475813,,
2020-05-27,261,,10,31.966746618430292,,
2020-05-28,239,,10,30.09286442995577,,
2020-05-29,237,,0,29.797679717589343,7,
2020-05-30,247,,20,14.978265323926475,,
2020-05-31,190,,0,25.37270792896553,,
2020-06-01,214,,0,24.51191774695472,,
2020-06-02,267,,20,23.229727729477062,,
2020-06-03,265,,0,25.92412359418144,46,
2020-06-04,271,,10,22.368808964569688,,
2020-06-05,219,,5,29.07610366475109,,
2020-06-06,184,,0,31.832756771688857,,
2020-06-07,208,,0,31.401918692118358,41,
2020-06-08,241,,0,27.310443741442597,,
2020-06-09,257,,20,37.99619848166751,,
2020-06-10,256,,0,33.69987557250255,36,
2020-06-11,250,,0,27.49220898163724,8,
2020-06-12,226,Festival,0,25.58863894899242,,
2020-06-13,213,,5,34.690135813909606,37,
2020-06-14,203,,0,33.037903413813666,,
2020-06-15,209,,0,20.94786398087885,5,
2020-06-16,238,,5,33.429106596143725,,
2020-06-17,264,,0,27.228132326380354,,
2020-06-18,207,,20,23.695442347033207,,
2020-06-19,204,,20,18.103970703796683,,
2020-06-20,171,,0,26.655419026510994,,
2020-06-21,185,,5,27.938862073900374,,Yes
2020-06-22,232,,0,35.936638270551086,19,Yes
2020-06-23,233,,0,32.78616903874343,,
2020-06-24,235,,20,25.085566393119827,30,
2020-06-25,190,,10,29.946711971098686,,
2020-06-26,205,,0,32.13124711336412,46,
2020-06-27,186,,0,28.42978694008608,,
2020-06-28,221,,0,25.06422920484398,,
2020-06-29,195,,20,25.339137718782773,45,
2020-06-30,228,,10,29.92736535228476,25,
2020-07-01,233,,0,30.064902827625236,,
2020-07-02,243,,20,26.535226921182275,,
2020-07-03,182,,5,14.904238974733303,,
2020-07-04,173,,0,21.54738636354355,,
2020-07-05,184,,0,31.09844460806056,12,
2020-07-06,199,,5,17.34581001322062,,
2020-07-07,208,,0,33.920905081836075,14,
2020-07-08,226,Festival,5,33.18078630569252,,
2020-07-09,227,,0,28.20548190966603,,
2020-07-10,158,Festival,0,30.98965517114304,,
2020-07-11,164,,0,30.64387339179443,,
2020-07-12,152,,5,27.415634358168937,45,
2020-07-13,213,,5,21.13055441205715,,
2020-07-14,181,,0,32.83636487530843,,
2020-07-15,205,Festival,5,35.036150056918174,25,
2020-07-16,207,,20,21.95704737878829,10,
2020-07-17,204,,0,20.9437249741515,,
2020-07-18,154,,0,27.316015476213295,,
2020-07-19,149,,0,24.868877021817752,,
2020-07-20,221,,0,28.724746201027294,,
2020-07-21,177,,20,34.03997019930193,17,
2020-07-22,167,,20,16.77164780863752,,
2020-07-23,202,Festival,10,35.906359758095775,,
2020-07-24,157,Festival,10,25.9666577906154,38,
2020-07-25,129,Festival,10,30.55889489325247,,
2020-07-26,169,,0,31.09362919052233,23,
2020-07-27,182,,5,31.67670577098898,30,
2020-07-28,189,,20,28.309540520149984,7,
2020-07-29,180,,0,29.47780300893373,,
2020-07-30,206,,0,29.445110253027014,,
2020-07-31,174,,0,24.848585996102763,,
2020-08-01,142,,0,19.20972404281401,,
2020-08-02,186,,10,21.904070861174027,,
2020-08-03,151,,0,27.478810102509826,,
2020-08-04,164,,5,24.065966715518076,,
2020-08-05,186,,10,24.077519638052326,,
2020-08-06,182,,0,36.996255228430975,,
2020-08-07,161,,0,32.29447398329937,10,
2020-08-08,135,,0,26.73962017045013,,
2020-08-09,152,,0,31.360174728277208,,
2020-08-10,142,,0,25.898656972045497,,
2020-08-11,219,,10,28.553617170932483,40,
2020-08-12,194,,0,30.20814324209458,30,
2020-08-13,201,,20,25.91197016114061,,
2020-08-14,159,,20,24.573747262314523,9,
2020-08-15,144,,20,34.119659092342516,14,
2020-08-16,152,,10,31.07056483599053,,
2020-08-17,172,,5,16.726945608536415,,
2020-08-18,199,,0,24.65932034984195,,
2020-08-19,218,,0,24.09363750152803,,
2020-08-20,178,,0,24.894309555938012,41,
2020-08-21,162,,0,32.312011443794475,,
2020-08-22,129,Festival,20,28.096029840018456,26,
2020-08-23,165,,20,21.051851645722273,,
2020-08-24,146,,0,26.08392581520692,,
2020-08-25,218,,0,30.70868823808095,,
2020-08-26,187,,5,26.901774922331228,,
2020-08-27,142,,5,24.776620244182542,,
2020-08-28,147,,5,29.656096393692643,32,
2020-08-29,114,,5,36.09096244719539,,
2020-08-30,150,,0,30.307124164792594,,
2020-08-31,143,,0,34.5047075651585,,
2020-09-01,170,,0,25.111928910675484,,
2020-09-02,147,,5,27.958189444379695,,
2020-09-03,159,,0,27.85724007732159,,
2020-09-04,93,,5,28.593395420338457,21,
2020-09-05,93,,10,30.20259803190458,,
2020-09-06,145,,20,23.40515439472611,11,
2020-09-07,169,,0,31.236663427567393,,
2020-09-08,185,,10,19.860570305223916,,
2020-09-09,163,,0,21.321216687466592,,
2020-09-10,164,,0,38.67813050586615,,
2020-09-11,139,,0,25.44939630260562,47,
2020-09-12,99,,0,31.647596754931012,,
2020-09-13,158,,20,36.49145196213478,,
2020-09-14,169,,10,16.42771960610762,,
2020-09-15,170,,20,33.63123090077855,27,
2020-09-16,181,,5,31.244718031296355,,Yes
2020-09-17,168,,20,36.2019864046652,,
2020-09-18,97,,20,22.092384191676864,35,
2020-09-19,116,,5,35.256273284773066,,
2020-09-20,113,,0,24.30292784198655,43,
2020-09-21,130,,5,33.27388907138328,,
2020-09-22,168,,10,27.819894821227802,39,
2020-09-23,215,,20,31.853844032175694,,
2020-09-24,176,,5,28.244345916525766,,
2020-09-25,125,,20,18.802992079066357,,
2020-09-26,132,Festival,10,12.397279885281016,,
2020-09-27,154,,0,29.049577669917454,,
2020-09-28,168,,10,26.68132481184326,38,
2020-09-29,174,,0,29.991104757101468,,
2020-09-30,166,,0,26.739232670782126,,
2020-10-01,176,,0,38.0903869135891,,
2020-10-02,144,,20,29.152685639141524,42,
2020-10-03,138,,0,25.765261362086672,42,
2020-10-04,139,,0,29.68681533173433,,
2020-10-05,171,,0,25.85662601559347,,
2020-10-06,163,,20,28.464651170569937,,
2020-10-07,205,,10,21.912599063820828,,Yes
2020-10-08,167,,0,27.95707399070197,,
2020-10-09,179,,0,25.610738019824126,,
2020-10-10,107,,0,22.386316873156602,,
2020-10-11,162,,10,37.87867934036321,,
2020-10-12,155,,0,22.58132315029917,44,
2020-10-13,161,,0,28.034821117209688,48,
2020-10-14,171,,10,23.985959825256213,39,
2020-10-15,158,,5,29.485197354399375,,
2020-10-16,147,,0,21.628074327655412,9,
2020-10-17,133,,0,32.201784119677754,42,Yes
2020-10-18,117,,0,38.1807809317942,,
2020-10-19,152,,0,23.80230381449665,44,
2020-10-20,219,,0,34.084844313406606,41,Yes
2020-10-21,217,,5,26.09060327802155,38,
2020-10-22,175,,0,35.52895560538043,15,
2020-10-23,141,,20,38.94249493047995,,
2020-10-24,127,,0,26.831474941457707,,
2020-10-25,143,,0,20.39866959552674,,
2020-10-26,134,,10,32.74042193718045,,
2020-10-27,173,,10,29.122086039720582,,Yes
2020-10-28,151,,0,30.508955838888205,,
2020-10-29,177,,10,26.300774790778174,36,Yes
2020-10-30,156,,0,23.577535906696504,16,Yes
2020-10-31,118,,10,33.80174090483487,,
2020-11-01,165,,10,29.598949972780165,36,
2020-11-02,133,,0,20.782214829081372,21,
2020-11-03,152,,5,31.43437611601447,,
2020-11-04,192,,10,30.430842989832502,,
2020-11-05,193,,20,26.37350537838218,37,
2020-11-06,180,,10,36.09906617121161,47,
2020-11-07,122,,5,24.90913418826368,,
2020-11-08,159,,0,27.15506750922579,,
2020-11-09,160,,5,31.84324043984099,38,
2020-11-10,182,,0,28.38381475165361,,
2020-11-11,209,,0,21.077884228207818,,
2020-11-12,189,,0,28.91899686496715,,
2020-11-13,119,,0,25.928051040173838,,
2020-11-14,164,,0,32.284981224581315,27,
2020-11-15,169,,0,28.7560917199757,,
2020-11-16,153,,20,28.472538265236953,,Yes
2020-11-17,197,,0,22.758744181404744,39,
2020-11-18,206,,0,26.849873460429972,,Yes
2020-11-19,185,,10,32.85050547006327,43,
2020-11-20,144,,20,24.117318277293144,27,
2020-11-21,126,,20,27.83724888456143,,
2020-11-22,145,,10,23.31776974175495,27,Yes
2020-11-23,193,,0,22.080786794741655,,
2020-11-24,205,,20,27.575704775053236,,
2020-11-25,193,,0,28.86900582438669,,
2020-11-26,200,,0,37.969314696162975,,
2020-11-27,103,,10,25.722698080768954,,
2020-11-28,167,,0,27.749153661830587,28,
2020-11-29,116,,0,21.749632410145374,,
2020-11-30,168,,0,31.061200074534568,,
2020-12-01,177,,0,29.990473896766403,40,
2020-12-02,180,,0,35.44197338845714,30,Yes
2020-12-03,213,,5,33.558110757543545,37,
2020-12-04,155,,10,29.757033344211415,,
2020-12-05,156,,10,25.649642502056498,,
2020-12-06,155,,0,29.023342189450304,,
2020-12-07,190,,20,27.444932689341194,,
2020-12-08,206,,0,32.7669876661899,,
2020-12-09,185,,5,32.13115744981234,,
2020-12-10,216,,0,26.517922781726224,,
2020-12-11,161,,10,20.69003110086561,,
2020-12-12,124,,0,34.66693650110212,,
2020-12-13,153,,5,30.909369784116024,,
2020-12-14,216,,20,26.402549647136656,,
2020-12-15,227,,0,30.714366740518354,,
2020-12-16,210,,0,28.374306531250145,,
2020-12-17,194,,0,34.59308963109737,,
2020-12-18,170,,0,18.351098840974867,,
2020-12-19,202,,10,26.014045167432837,,
2020-12-20,175,,0,35.99527257739344,,
2020-12-21,200,,0,30.815992017336562,,
2020-12-22,237,,0,36.86303334157104,9,
2020-12-23,228,,20,21.89096453418268,45,
2020-12-24,202,,0,33.36098357969244,,Yes
2020-12-25,178,,0,33.061122117269164,,
2020-12-26,165,,0,19.59135732335583,,
2020-12-27,173,,0,26.52248855233458,,
2020-12-28,212,,0,27.467354474029584,,
2020-12-29,223,,0,19.902219856162972,26,
2020-12-30,243,,0,26.626988367397807,47,
2020-12-31,212,,5,32.36591570389303,,
2021-01-01,189,Festival,0,26.0453847023763,19,
2021-01-02,132,,0,29.21066577837013,,
2021-01-03,197,,0,29.24685141363826,,
2021-01-04,210,,10,27.939282944306168,,
2021-01-05,247,,10,24.474089879872857,,
2021-01-06,176,Festival,20,31.29406987441949,,
2021-01-07,260,,10,20.064831192370043,49,
2021-01-08,191,,0,28.042940692540913,,
2021-01-09,200,,20,34.92743170259044,,
2021-01-10,164,,0,25.763133750793923,6,
2021-01-11,221,,0,24.363393892488613,26,
2021-01-12,212,,0,31.627580693876887,36,
2021-01-13,227,,0,28.81715880293566,33,
2021-01-14,263,Festival,20,31.72723641028466,,
2021-01-15,195,,0,28.19249242847636,,
2021-01-16,188,,5,16.058537746244102,,
2021-01-17,208,,0,33.899567052128496,,
2021-01-18,225,,5,38.350131912391376,,
2021-01-19,242,,5,34.420205034181436,,Yes
2021-01-20,253,,10,10.305711374651203,,
2021-01-21,278,,0,30.255441062527833,,
2021-01-22,204,,5,25.66627094712477,,
2021-01-23,194,,0,22.578781231941456,,
2021-01-24,217,,10,28.613660808191366,,Yes
2021-01-25,242,,0,27.255263525501395,42,
2021-01-26,268,,0,30.543289021399204,,Yes
2021-01-27,264,,5,28.28290094652727,,
2021-01-28,213,,0,22.395939465555116,16,
2021-01-29,243,,0,25.116991116285146,,
2021-01-30,172,,0,24.31020721837492,,
2021-01-31,208,,5,19.41758411627777,47,
2021-02-01,211,,10,21.141776780230582,,
2021-02-02,249,,10,26.94465665057403,37,
2021-02-03,263,,5,35.118770376536396,,
2021-02-04,247,,0,25.322214601506026,38,
2021-02-05,224,,0,24.21284612623605,,
2021-02-06,232,,10,22.09356596663587,39,
2021-02-07,216,,10,28.152682474976753,37,
2021-02-08,226,,5,33.89629667305063,25,
2021-02-09,274,,0,38.01341383204296,,
2021-02-10,285,,10,29.426996883608435,,
2021-02-11,221,,0,28.699968713182173,,
2021-02-12,232,,10,25.282634463732286,,
2021-02-13,219,,0,26.117166892544944,,
2021-02-14,205,,0,31.145875455253513,41,
2021-02-15,263,,20,26.425623339684602,,
2021-02-16,256,,0,27.18858776416293,35,Yes
2021-02-17,268,,20,27.87326362624788,,
2021-02-18,246,,10,25.045859445462618,,
2021-02-19,225,,0,27.625103704612243,,
2021-02-20,187,,0,17.902969356045993,9,
2021-02-21,186,,10,30.74417941509231,,
2021-02-22,271,,10,39.75885919486028,17,
2021-02-23,246,,0,25.23978192418467,22,
2021-02-24,249,Festival,10,29.86918572500835,30,
2021-02-25,211,,5,32.25788160123092,,
2021-02-26,215,,10,34.40107636358731,,
2021-02-27,186,Festival,5,26.6783925562991,,
2021-02-28,251,,10,18.983413731556404,9,
2021-03-01,263,,0,29.336159754243813,,
2021-03-02,253,,5,28.643143453272135,,
2021-03-03,318,,0,26.271668126619986,8,Yes
2021-03-04,276,,5,27.332439385578297,16,
2021-03-05,225,,0,28.718402225088656,,
2021-03-06,165,,20,29.808809960519252,,
2021-03-07,267,,5,29.599048551199587,,
2021-03-08,217,,10,26.911571702494356,,
2021-03-09,236,,10,29.921394174929755,14,
2021-03-10,296,,20,26.574845758625692,31,
2021-03-11,308,,0,31.2101275076766,,
2021-03-12,261,,0,24.862785822617496,,
2021-03-13,229,,10,28.365290960747814,,
2021-03-14,235,,0,19.881307089413852,,Yes
2021-03-15,264,,0,26.150447652714263,,
2021-03-16,286,,5,30.837443605649895,10,
2021-03-17,283,,5,22.831325666459655,,
2021-03-18,263,,0,26.399497618249583,,
2021-03-19,234,,10,15.974652250448953,25,
2021-03-20,204,,0,21.159629457340053,,Yes
2021-03-21,219,,0,22.46762721943049,25,
2021-03-22,215,,10,28.508755253858194,40,Yes
2021-03-23,270,,0,29.667045061963563,,
2021-03-24,258,,5,27.719722170299015,,
2021-03-25,240,,0,26.08703308556311,26,Yes
2021-03-26,240,,20,26.104491258256264,,
2021-03-27,248,,0,31.580228745202472,,
2021-03-28,244,,0,29.064099234415263,,
2021-03-29,218,,0,26.330272018473188,,
2021-03-30,253,Festival,0,34.46649747620629,17,
2021-03-31,298,,0,37.749875204980505,22,Yes
2021-04-01,243,,20,21.771287748831647,26,Yes
2021-04-02,232,,5,30.61255035105256,21,
2021-04-03,231,,10,43.449448038431925,42,
2021-04-04,207,,0,29.40102770525097,29,
2021-04-05,252,,20,28.57721318082138,,
2021-04-06,246,,0,27.721330300531932,,
2021-04-07,266,,5,30.450907587453706,,
2021-04-08,269,,0,31.774495832749416,30,
2021-04-09,204,,20,21.776165629154086,,
2021-04-10,228,Festival,20,27.867581858555855,17,Yes
2021-04-11,225,,0,16.65251067751295,,
2021-04-12,260,,5,26.9534169168925,41,
2021-04-13,276,,0,23.486557030889635,,
2021-04-14,305,,5,29.695887895677423,,
2021-04-15,264,,0,19.71809736429487,,
2021-04-16,226,,20,25.438413447704527,31,
2021-04-17,221,,0,32.832721252603065,,
2021-04-18,235,,0,24.61833424277875,,
2021-04-19,248,,20,18.47532111291057,45,
2021-04-20,271,,5,29.287665765644924,,
2021-04-21,262,,20,25.06735503453682,,
2021-04-22,246,,0,27.07057281963552,,
2021-04-23,205,,0,24.350652067687037,,
2021-04-24,251,,0,37.871983722400145,,
2021-04-25,197,Festival,20,20.209636320732432,,Yes
2021-04-26,231,,0,42.167478059471364,,
2021-04-27,254,,0,26.04681734624324,,
2021-04-28,291,,5,28.917232881090676,,
2021-04-29,251,,5,25.12601791197758,,
2021-04-30,255,,0,24.91683220072273,,
2021-05-01,200,,0,24.075850482836834,31,
2021-05-02,225,,0,31.006289810218178,,
2021-05-03,226,,10,20.94600153186472,5,
2021-05-04,308,,10,29.820542721213343,48,
2021-05-05,247,,0,17.077536324740954,13,
2021-05-06,260,,0,29.36764385570882,,
2021-05-07,240,Festival,0,32.245713029660955,19,
2021-05-08,219,,5,21.62740446346315,,
2021-05-09,212,,0,31.39371300859372,,
2021-05-10,236,,20,28.256927053121608,32,
